Medieval	medieval_transport_continuous_sail_rig_signaling_0001	Continuous Sail Rig Signaling	Guilds, courts, monasteries, and towns used continuous transport technology for signaling sail rig systems.	compass,port_crane_harbor_works
Renaissance	renaissance_transport_cooperative_pilot_book_piloting_0001	Cooperative Pilot Book Piloting	Workshops, merchants, navies, and scholars used cooperative navigation technology for piloting pilot book systems.	cartography,merchant_marine_registry
Industrial	industrial_transport_remote_refrigerator_car_routing_0001	Remote Refrigerator Car Routing	Factories, utilities, laboratories, and cities used remote transport technology for routing refrigerator car systems.	railroads,internal_combustion_engine
Modern	modern_transport_open_drone_docking_0001	Open Drone Docking	Networked institutions and automated systems used open harbor technology for docking drone systems.	gps_guided_logistics,ride_hailing_platforms
Future	future_transport_open_drone_docking_0001	Open Drone Docking	Advanced automated societies could use open harbor technology for docking drone systems.	fusion_rockets,space_elevators
Ancient	ancient_computing_rapid_boundary_record_auditing_0001	Rapid Boundary Record Auditing	Early communities used rapid tablet technology for auditing boundary record systems.	writing,clay_tablet_receipts
Classical	classical_computing_seasonal_survey_register_cross_referencing_0001	Seasonal Survey Register Cross Referencing	Complex states and cities used seasonal accounting technology for cross referencing survey register systems.	libraries,court_transcript_scribes
Medieval	medieval_computing_continuous_guild_register_summarizing_0001	Continuous Guild Register Summarizing	Guilds, courts, monasteries, and towns used continuous calculation technology for summarizing guild register systems.	universities,mechanical_clocks
Renaissance	renaissance_computing_cooperative_survey_grid_tabulating_0001	Cooperative Survey Grid Tabulating	Workshops, merchants, navies, and scholars used cooperative mathematics technology for tabulating survey grid systems.	mechanical_calculators_early,calculus_formalization
Industrial	industrial_computing_remote_mail_sorter_typing_0001	Remote Mail Sorter Typing	Factories, utilities, laboratories, and cities used remote accounting technology for typing mail sorter systems.	typewriter_office_workflows,scientific_management_time_studies
Modern	modern_computing_open_cluster_querying_0001	Open Cluster Querying	Networked institutions and automated systems used open neural technology for querying cluster systems.	internet,cloud_computing_distributed_systems
Future	future_computing_open_cluster_querying_0001	Open Cluster Querying	Advanced automated societies could use open neural technology for querying cluster systems.	quantum_computing,large_language_models
Ancient	ancient_media_high_reliability_banner_displaying_0001	High Reliability Banner Displaying	Early communities used high reliability ritual technology for displaying banner systems.	oral_tradition_storytelling,writing
Classical	classical_media_sealed_theater_program_reading_0001	Sealed Theater Program Reading	Complex states and cities used sealed archive technology for reading theater program systems.	libraries,postal_relay_systems
Medieval	medieval_media_adaptive_messenger_bag_indexing_0001	Adaptive Messenger Bag Indexing	Guilds, courts, monasteries, and towns used adaptive printing technology for indexing messenger bag systems.	paper_making,monastic_scriptoria
Renaissance	renaissance_media_rapid_printer_mark_engraving_0001	Rapid Printer Mark Engraving	Workshops, merchants, navies, and scholars used rapid communication technology for engraving printer mark systems.	printing_press,newspaper_periodicals
Industrial	industrial_media_open_radio_set_printing_0001	Open Radio Set Printing	Factories, utilities, laboratories, and cities used open telephone technology for printing radio set systems.	telegraph,photographic_halftone_printing
Modern	modern_media_regional_poster_encoding_0001	Regional Poster Encoding	Networked institutions and automated systems used regional web technology for encoding poster systems.	world_wide_web,social_media
Future	future_media_regional_poster_encoding_0001	Regional Poster Encoding	Advanced automated societies could use regional web technology for encoding poster systems.	ai_personal_memory_systems,quantum_internet
Ancient	ancient_medicine_open_bone_needle_massaging_0001	Open Bone Needle Massaging	Early communities used open wound technology for massaging bone needle systems.	herbalism,primitive_surgery_trepanation
Classical	classical_medicine_continuous_bath_regimen_observing_0001	Continuous Bath Regimen Observing	Complex states and cities used continuous anatomy technology for observing bath regimen systems.	pharmacopoeia,medical_case_notes
Medieval	medieval_medicine_rapid_quarantine_gate_triaging_0001	Rapid Quarantine Gate Triaging	Guilds, courts, monasteries, and towns used rapid medical technology for triaging quarantine gate systems.	hospitals_early,university_medical_studies
Renaissance	renaissance_medicine_remote_botany_garden_compounding_0001	Remote Botany Garden Compounding	Workshops, merchants, navies, and scholars used remote health technology for compounding botany garden systems.	anatomical_theater_design,chemical_recipe_books
Industrial	industrial_medicine_seasonal_clinic_register_diagnosing_0001	Seasonal Clinic Register Diagnosing	Factories, utilities, laboratories, and cities used seasonal surgery technology for diagnosing clinic register systems.	vaccination,public_health_laboratories
Modern	modern_medicine_sealed_implant_therapy_0001	Sealed Implant Therapy	Networked institutions and automated systems used sealed pharma technology for therapy implant systems.	electronic_health_records,dna_sequencing
Future	future_medicine_sealed_implant_therapy_0001	Sealed Implant Therapy	Advanced automated societies could use sealed pharma technology for therapy implant systems.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_sealed_season_calendar_sampling_0001	Sealed Season Calendar Sampling	Early communities used sealed counting technology for sampling season calendar systems.	calendars,field_boundary_survey_stones
Classical	classical_science_rapid_chemical_standardizing_0001	Rapid Chemical Standardizing	Complex states and cities used rapid scientific technology for standardizing chemical systems.	geometry,astrolabe_early
Medieval	medieval_science_open_chemical_computing_0001	Open Chemical Computing	Guilds, courts, monasteries, and towns used open scientific technology for computing chemical systems.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_seasonal_chemical_calibrating_0001	Seasonal Chemical Calibrating	Workshops, merchants, navies, and scholars used seasonal scientific technology for calibrating chemical systems.	scientific_method,telescope
Industrial	industrial_science_continuous_chemical_measuring_0001	Continuous Chemical Measuring	Factories, utilities, laboratories, and cities used continuous scientific technology for measuring chemical systems.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_adaptive_chemical_classifying_0001	Adaptive Chemical Classifying	Networked institutions and automated systems used adaptive scientific technology for classifying chemical systems.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_adaptive_chemical_classifying_0001	Adaptive Chemical Classifying	Advanced automated societies could use adaptive scientific technology for classifying chemical systems.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_continuous_market_rule_judging_0001	Continuous Market Rule Judging	Early communities used continuous public technology for judging market rule systems.	taxation_and_tribute,census
Classical	classical_governance_remote_charter_coordination_0001	Remote Charter Coordination	Complex states and cities used remote bureaucracy technology for coordination charter systems.	bureaucracy,tax_accounting
Medieval	medieval_governance_seasonal_charter_credentialing_0001	Seasonal Charter Credentialing	Guilds, courts, monasteries, and towns used seasonal bureaucracy technology for credentialing charter systems.	market_town_charters,guilds
Renaissance	renaissance_governance_regulated_charter_inspection_0001	Regulated Charter Inspection	Workshops, merchants, navies, and scholars used regulated bureaucracy technology for inspection charter systems.	patent_systems,military_engineer_corps
Industrial	industrial_governance_cooperative_charter_registration_0001	Cooperative Charter Registration	Factories, utilities, laboratories, and cities used cooperative bureaucracy technology for registration charter systems.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_rapid_charter_reporting_0001	Rapid Charter Reporting	Networked institutions and automated systems used rapid bureaucracy technology for reporting charter systems.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_rapid_charter_reporting_0001	Rapid Charter Reporting	Advanced automated societies could use rapid bureaucracy technology for reporting charter systems.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_sealed_merchant_scale_auditing_0001	Sealed Merchant Scale Auditing	Early communities used sealed credit technology for auditing merchant scale systems.	barter,clay_tablet_receipts
Classical	classical_finance_rapid_auction_stall_warehousing_0001	Rapid Auction Stall Warehousing	Complex states and cities used rapid accounting technology for warehousing auction stall systems.	currency,harbor_customs_houses
Medieval	medieval_finance_open_fair_stall_exchanging_0001	Open Fair Stall Exchanging	Guilds, courts, monasteries, and towns used open trade technology for exchanging fair stall systems.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_seasonal_auction_notice_clearing_0001	Seasonal Auction Notice Clearing	Workshops, merchants, navies, and scholars used seasonal accounting technology for clearing auction notice systems.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_continuous_bank_pricing_0001	Continuous Bank Pricing	Factories, utilities, laboratories, and cities used continuous credit technology for pricing bank systems.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_adaptive_bank_inventory_0001	Adaptive Bank Inventory	Networked institutions and automated systems used adaptive credit technology for inventory bank systems.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_adaptive_bank_inventory_0001	Adaptive Bank Inventory	Advanced automated societies could use adaptive credit technology for inventory bank systems.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_regulated_reed_roof_repairing_0001	Regulated Reed Roof Repairing	Early communities used regulated water technology for repairing reed roof systems.	basic_shelter,irrigation_canals_local
Classical	classical_infrastructure_high_throughput_stone_bridge_metering_0001	High Throughput Stone Bridge Metering	Complex states and cities used high throughput sewer technology for metering stone bridge systems.	aqueducts,concrete
Medieval	medieval_infrastructure_low_waste_stone_bridge_inspecting_0001	Low Waste Stone Bridge Inspecting	Guilds, courts, monasteries, and towns used low waste bridge technology for inspecting stone bridge systems.	gothic_architecture,municipal_fire_watch
Renaissance	renaissance_infrastructure_compact_city_square_dredging_0001	Compact City Square Dredging	Workshops, merchants, navies, and scholars used compact building technology for dredging city square systems.	military_engineer_corps,precision_map_engraving
Industrial	industrial_infrastructure_field_ready_wall_drainage_0001	Field Ready Wall Drainage	Factories, utilities, laboratories, and cities used field ready sewer technology for drainage wall systems.	urban_water_chlorination,urban_electric_subways
Modern	modern_infrastructure_cooperative_wall_lighting_0001	Cooperative Wall Lighting	Networked institutions and automated systems used cooperative sewer technology for lighting wall systems.	digital_twin_infrastructure,internet_of_things_iot_ubiquitous_connectivity
Future	future_infrastructure_cooperative_wall_lighting_0001	Cooperative Wall Lighting	Advanced automated societies could use cooperative sewer technology for lighting wall systems.	robotic_construction_swarms,self_healing_civil_infrastructure
Ancient	ancient_security_open_lookout_shielding_0001	Open Lookout Shielding	Early communities used open signal technology for shielding lookout systems.	organized_warfare,atlatl_spear_throwers
Classical	classical_security_continuous_supply_cart_supplying_0001	Continuous Supply Cart Supplying	Complex states and cities used continuous weapon technology for supplying supply cart systems.	organized_military_formations,military_field_medicine
Medieval	medieval_security_rapid_watch_roster_drilling_0001	Rapid Watch Roster Drilling	Guilds, courts, monasteries, and towns used rapid armor technology for drilling watch roster systems.	cannons,castle_signal_beacons
Renaissance	renaissance_security_remote_signal_flag_ranging_0001	Remote Signal Flag Ranging	Workshops, merchants, navies, and scholars used remote weapon technology for ranging signal flag systems.	naval_gunnery_tables,cannons
Industrial	industrial_security_seasonal_watch_clock_signaling_0001	Seasonal Watch Clock Signaling	Factories, utilities, laboratories, and cities used seasonal weapon technology for signaling watch clock systems.	electric_arc_lighting,railway_signal_interlocking
Modern	modern_security_sealed_firewall_drilling_0001	Sealed Firewall Drilling	Networked institutions and automated systems used sealed security technology for drilling firewall systems.	cyber_threat_intelligence,cybersecurity_operations_centers
Future	future_security_sealed_firewall_drilling_0001	Sealed Firewall Drilling	Advanced automated societies could use sealed security technology for drilling firewall systems.	quantum_encryption,ai_model_auditing
Modern	modern_space_regional_rocket_stage_sampling_0001	Regional Rocket Stage Sampling	Networked institutions and automated systems used regional lunar technology for sampling rocket stage systems.	satellite_technology,space_stations
Future	future_space_regional_probe_propulsion_0001	Regional Probe Propulsion	Advanced automated societies could use regional asteroid technology for propulsion probe systems.	space_colonization,space_resource_refineries
Ancient	ancient_culture_sealed_festival_fire_preserving_0001	Sealed Festival Fire Preserving	Early communities used sealed sculpture technology for preserving festival fire systems.	shamanism_animism,ochre_pigment_processing
Classical	classical_culture_rapid_festival_cataloging_0001	Rapid Festival Cataloging	Complex states and cities used rapid art technology for cataloging festival systems.	theater_stage_machinery,glass_mosaic_tesserae
Medieval	medieval_culture_open_festival_reproduction_0001	Open Festival Reproduction	Guilds, courts, monasteries, and towns used open art technology for reproduction festival systems.	monastic_scriptoria,mechanical_bell_striking
Renaissance	renaissance_culture_seasonal_festival_notation_0001	Seasonal Festival Notation	Workshops, merchants, navies, and scholars used seasonal art technology for notation festival systems.	printed_music_notation,public_art_academies
Industrial	industrial_culture_continuous_festival_composition_0001	Continuous Festival Composition	Factories, utilities, laboratories, and cities used continuous art technology for composition festival systems.	photographic_halftone_printing,newspaper_periodicals
Modern	modern_culture_adaptive_festival_curation_0001	Adaptive Festival Curation	Networked institutions and automated systems used adaptive art technology for curation festival systems.	streaming_music_platforms,social_media_content_moderation
Future	future_culture_adaptive_festival_curation_0001	Adaptive Festival Curation	Advanced automated societies could use adaptive art technology for curation festival systems.	ai_cultural_memory_archives,ai_personal_tutoring_companions
Ancient	ancient_agriculture_remote_vineyard_sorting_0002	Remote Vineyard Sorting	Early communities used remote harvest technology for sorting vineyard systems.	agriculture,pottery_storage_amphorae
Classical	classical_agriculture_regulated_vineyard_storage_0002	Regulated Vineyard Storage	Complex states and cities used regulated harvest technology for storage vineyard systems.	state_grain_price_controls,tax_accounting
Medieval	medieval_agriculture_cooperative_vineyard_drying_0002	Cooperative Vineyard Drying	Guilds, courts, monasteries, and towns used cooperative harvest technology for drying vineyard systems.	crop_rotation_three_field,watermills
Renaissance	renaissance_agriculture_high_throughput_vineyard_watering_0002	High Throughput Vineyard Watering	Workshops, merchants, navies, and scholars used high throughput harvest technology for watering vineyard systems.	experimental_botany_gardens,chemical_recipe_books
Industrial	industrial_agriculture_low_waste_reaper_drying_0002	Low Waste Reaper Drying	Factories, utilities, laboratories, and cities used low waste harvest technology for drying reaper systems.	chemical_fertilizers,industrial_canning_lines
Modern	modern_agriculture_seasonal_vineyard_testing_0002	Seasonal Vineyard Testing	Networked institutions and automated systems used seasonal harvest technology for testing vineyard systems.	gps_guided_logistics,satellite_remote_sensing
Future	future_agriculture_seasonal_vineyard_testing_0002	Seasonal Vineyard Testing	Advanced automated societies could use seasonal harvest technology for testing vineyard systems.	vertical_farming_megafarms,synthetic_food_bioreactors
Ancient	ancient_materials_continuous_hide_chipping_0002	Continuous Hide Chipping	Early communities used continuous bronze technology for chipping hide systems.	bronze_working,woodworking_basic
Classical	classical_materials_remote_iron_clamp_blowing_0002	Remote Iron Clamp Blowing	Complex states and cities used remote metal technology for blowing iron clamp systems.	glassmaking,concrete
Medieval	medieval_materials_seasonal_wool_cloth_casting_0002	Seasonal Wool Cloth Casting	Guilds, courts, monasteries, and towns used seasonal metal technology for casting wool cloth systems.	advanced_metallurgy_medieval,fulling_mills
Renaissance	renaissance_materials_regulated_steel_spring_weaving_0002	Regulated Steel Spring Weaving	Workshops, merchants, navies, and scholars used regulated steel technology for weaving steel spring systems.	chemical_assay_laboratories,standardized_typefounding
Industrial	industrial_materials_cooperative_steel_cutting_0002	Cooperative Steel Cutting	Factories, utilities, laboratories, and cities used cooperative textile technology for cutting steel systems.	precision_machine_tools,bessemer_steel_conversion
Modern	modern_materials_rapid_steel_machining_0002	Rapid Steel Machining	Networked institutions and automated systems used rapid textile technology for machining steel systems.	computer_aided_manufacturing_cam_systems,3d_printing_additive_manufacturing
Future	future_materials_rapid_steel_machining_0002	Rapid Steel Machining	Advanced automated societies could use rapid textile technology for machining steel systems.	nanotechnology,quantum_materials_foundries
Ancient	ancient_energy_sealed_smokehouse_kindling_0002	Sealed Smokehouse Kindling	Early communities used sealed charcoal technology for kindling smokehouse systems.	charcoal_production,fire_control
Classical	classical_energy_rapid_forge_fire_metering_0002	Rapid Forge Fire Metering	Complex states and cities used rapid fuel technology for metering forge fire systems.	water_clock_timekeeping,public_bath_heating
Medieval	medieval_energy_open_millrace_pumping_0002	Open Millrace Pumping	Guilds, courts, monasteries, and towns used open charcoal technology for pumping millrace systems.	watermills,windmills
Renaissance	renaissance_energy_seasonal_canal_pump_pressing_0002	Seasonal Canal Pump Pressing	Workshops, merchants, navies, and scholars used seasonal wind technology for pressing canal pump systems.	clockwork_mechanisms,experimental_mining_assays
Industrial	industrial_energy_continuous_switchgear_stoking_0002	Continuous Switchgear Stoking	Factories, utilities, laboratories, and cities used continuous coal technology for stoking switchgear systems.	steam_turbine_power_generation,electrical_grid_early_distribution
Modern	modern_energy_adaptive_fusion_ignition_0002	Adaptive Fusion Ignition	Networked institutions and automated systems used adaptive grid technology for ignition fusion systems.	solar_photovoltaics,renewable_microgrids
Future	future_energy_adaptive_fusion_ignition_0002	Adaptive Fusion Ignition	Advanced automated societies could use adaptive grid technology for ignition fusion systems.	fusion_power,space_based_solar_power
Ancient	ancient_transport_continuous_cart_hauling_0002	Continuous Cart Hauling	Early communities used continuous cart technology for hauling cart systems.	wheeled_vehicles,wooden_sledges
Classical	classical_transport_remote_cart_loading_0002	Remote Cart Loading	Complex states and cities used remote harbor technology for loading cart systems.	roads,harbor_customs_houses
Medieval	medieval_transport_seasonal_toll_bridge_convoying_0002	Seasonal Toll Bridge Convoying	Guilds, courts, monasteries, and towns used seasonal road technology for convoying toll bridge systems.	compass,port_crane_harbor_works
Renaissance	renaissance_transport_regulated_portolan_chart_surveying_0002	Regulated Portolan Chart Surveying	Workshops, merchants, navies, and scholars used regulated logistics technology for surveying portolan chart systems.	cartography,merchant_marine_registry
Industrial	industrial_transport_cooperative_tramway_scheduling_0002	Cooperative Tramway Scheduling	Factories, utilities, laboratories, and cities used cooperative canal technology for scheduling tramway systems.	railroads,internal_combustion_engine
Modern	modern_transport_rapid_boat_navigation_0002	Rapid Boat Navigation	Networked institutions and automated systems used rapid ship technology for navigation boat systems.	gps_guided_logistics,ride_hailing_platforms
Future	future_transport_rapid_boat_navigation_0002	Rapid Boat Navigation	Advanced automated societies could use rapid ship technology for navigation boat systems.	fusion_rockets,space_elevators
Ancient	ancient_computing_continuous_tablet_counting_0002	Continuous Tablet Counting	Early communities used continuous ledger technology for counting tablet systems.	writing,clay_tablet_receipts
Classical	classical_computing_remote_census_roll_filing_0002	Remote Census Roll Filing	Complex states and cities used remote table technology for filing census roll systems.	libraries,court_transcript_scribes
Medieval	medieval_computing_seasonal_clock_dial_copying_0002	Seasonal Clock Dial Copying	Guilds, courts, monasteries, and towns used seasonal table technology for copying clock dial systems.	universities,mechanical_clocks
Renaissance	renaissance_computing_regulated_ledger_page_auditing_0002	Regulated Ledger Page Auditing	Workshops, merchants, navies, and scholars used regulated accounting technology for auditing ledger page systems.	mechanical_calculators_early,calculus_formalization
Industrial	industrial_computing_cooperative_punch_card_sorting_0002	Cooperative Punch Card Sorting	Factories, utilities, laboratories, and cities used cooperative record technology for sorting punch card systems.	typewriter_office_workflows,scientific_management_time_studies
Modern	modern_computing_rapid_database_optimization_0002	Rapid Database Optimization	Networked institutions and automated systems used rapid neural technology for optimization database systems.	internet,cloud_computing_distributed_systems
Future	future_computing_rapid_database_optimization_0002	Rapid Database Optimization	Advanced automated societies could use rapid neural technology for optimization database systems.	quantum_computing,large_language_models
Ancient	ancient_media_adaptive_law_marker_reciting_0002	Adaptive Law Marker Reciting	Early communities used adaptive storytelling technology for reciting law marker systems.	oral_tradition_storytelling,writing
Classical	classical_media_open_map_copy_cataloging_0002	Open Map Copy Cataloging	Complex states and cities used open archive technology for cataloging map copy systems.	libraries,postal_relay_systems
Medieval	medieval_media_sealed_music_notation_illuminating_0002	Sealed Music Notation Illuminating	Guilds, courts, monasteries, and towns used sealed printing technology for illuminating music notation systems.	paper_making,monastic_scriptoria
Renaissance	renaissance_media_continuous_type_case_advertising_0002	Continuous Type Case Advertising	Workshops, merchants, navies, and scholars used continuous printing technology for advertising type case systems.	printing_press,newspaper_periodicals
Industrial	industrial_media_rapid_phonograph_disc_photographing_0002	Rapid Phonograph Disc Photographing	Factories, utilities, laboratories, and cities used rapid communication technology for photographing phonograph disc systems.	telegraph,photographic_halftone_printing
Modern	modern_media_high_reliability_archive_moderation_0002	High Reliability Archive Moderation	Networked institutions and automated systems used high reliability web technology for moderation archive systems.	world_wide_web,social_media
Future	future_media_high_reliability_archive_moderation_0002	High Reliability Archive Moderation	Advanced automated societies could use high reliability web technology for moderation archive systems.	ai_personal_memory_systems,quantum_internet
Ancient	ancient_medicine_rapid_splint_dressing_0002	Rapid Splint Dressing	Early communities used rapid bone technology for dressing splint systems.	herbalism,primitive_surgery_trepanation
Classical	classical_medicine_seasonal_field_bandage_bandaging_0002	Seasonal Field Bandage Bandaging	Complex states and cities used seasonal anatomy technology for bandaging field bandage systems.	pharmacopoeia,medical_case_notes
Medieval	medieval_medicine_continuous_apothecary_jar_nursing_0002	Continuous Apothecary Jar Nursing	Guilds, courts, monasteries, and towns used continuous quarantine technology for nursing apothecary jar systems.	hospitals_early,university_medical_studies
Renaissance	renaissance_medicine_cooperative_herbarium_sheet_dosing_0002	Cooperative Herbarium Sheet Dosing	Workshops, merchants, navies, and scholars used cooperative botany technology for dosing herbarium sheet systems.	anatomical_theater_design,chemical_recipe_books
Industrial	industrial_medicine_remote_public_health_lab_recording_0002	Remote Public Health Lab Recording	Factories, utilities, laboratories, and cities used remote medicine technology for recording public health lab systems.	vaccination,public_health_laboratories
Modern	modern_medicine_open_wound_monitoring_0002	Open Wound Monitoring	Networked institutions and automated systems used open bio technology for monitoring wound systems.	electronic_health_records,dna_sequencing
Future	future_medicine_open_wound_monitoring_0002	Open Wound Monitoring	Advanced automated societies could use open bio technology for monitoring wound systems.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_open_shadow_post_measuring_0002	Open Shadow Post Measuring	Early communities used open astronomy technology for measuring shadow post systems.	calendars,field_boundary_survey_stones
Classical	classical_science_continuous_angle_mapping_0002	Continuous Angle Mapping	Complex states and cities used continuous math technology for mapping angle systems.	geometry,astrolabe_early
Medieval	medieval_science_rapid_angle_calibrating_0002	Rapid Angle Calibrating	Guilds, courts, monasteries, and towns used rapid math technology for calibrating angle systems.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_remote_angle_sampling_0002	Remote Angle Sampling	Workshops, merchants, navies, and scholars used remote math technology for sampling angle systems.	scientific_method,telescope
Industrial	industrial_science_seasonal_angle_modeling_0002	Seasonal Angle Modeling	Factories, utilities, laboratories, and cities used seasonal math technology for modeling angle systems.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_sealed_angle_standardizing_0002	Sealed Angle Standardizing	Networked institutions and automated systems used sealed math technology for standardizing angle systems.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_sealed_angle_standardizing_0002	Sealed Angle Standardizing	Advanced automated societies could use sealed math technology for standardizing angle systems.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_seasonal_temple_office_registering_0002	Seasonal Temple Office Registering	Early communities used seasonal census technology for registering temple office systems.	taxation_and_tribute,census
Classical	classical_governance_cooperative_census_licensing_0002	Cooperative Census Licensing	Complex states and cities used cooperative military technology for licensing census systems.	bureaucracy,tax_accounting
Medieval	medieval_governance_remote_census_inspection_0002	Remote Census Inspection	Guilds, courts, monasteries, and towns used remote military technology for inspection census systems.	market_town_charters,guilds
Renaissance	renaissance_governance_low_waste_census_planning_0002	Low Waste Census Planning	Workshops, merchants, navies, and scholars used low waste military technology for planning census systems.	patent_systems,military_engineer_corps
Industrial	industrial_governance_regulated_census_adjudication_0002	Regulated Census Adjudication	Factories, utilities, laboratories, and cities used regulated military technology for adjudication census systems.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_continuous_census_coordination_0002	Continuous Census Coordination	Networked institutions and automated systems used continuous military technology for coordination census systems.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_continuous_census_coordination_0002	Continuous Census Coordination	Advanced automated societies could use continuous military technology for coordination census systems.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_open_grain_account_weighing_0002	Open Grain Account Weighing	Early communities used open accounting technology for weighing grain account systems.	barter,clay_tablet_receipts
Classical	classical_finance_continuous_coin_chest_minting_0002	Continuous Coin Chest Minting	Complex states and cities used continuous market technology for minting coin chest systems.	currency,harbor_customs_houses
