Classical	classical_finance_community_account_scroll_auditing_0237	Community Account Scroll Auditing	Complex states and cities developed community account scroll auditing as a commercial practice for trade, accounting, risk, and settlement.	currency,harbor_customs_houses
Medieval	medieval_finance_resilient_insurance_pool_warehousing_0237	Resilient Insurance Pool Warehousing	Guilds, courts, monasteries, and towns developed resilient insurance pool warehousing as a commercial practice for trade, accounting, risk, and settlement.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_high_reliability_warehouse_bond_contracting_0237	High Reliability Warehouse Bond Contracting	Workshops, merchants, navies, and scholars developed high reliability warehouse bond contracting as a commercial practice for trade, accounting, risk, and settlement.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_modular_auction_exchange_0237	Modular Auction Exchange	Factories, utilities, laboratories, and cities developed modular auction exchange as a commercial practice for trade, accounting, risk, and settlement.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_compact_auction_risk_scoring_0237	Compact Auction Risk Scoring	Networked institutions and automated systems developed compact auction risk scoring as a commercial practice for trade, accounting, risk, and settlement.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_compact_auction_risk_scoring_0237	Compact Auction Risk Scoring	Advanced automated societies could develop compact auction risk scoring as a commercial practice for trade, accounting, risk, and settlement.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_distributed_city_gate_raising_0237	Distributed City Gate Raising	Early communities developed distributed city gate raising as a infrastructure practice for built environments, water systems, and civic services.	basic_shelter,irrigation_canals_local
Classical	classical_infrastructure_continuous_forum_portico_roofing_0237	Continuous Forum Portico Roofing	Complex states and cities developed continuous forum portico roofing as a infrastructure practice for built environments, water systems, and civic services.	aqueducts,concrete
Medieval	medieval_infrastructure_rapid_street_gutter_dredging_0237	Rapid Street Gutter Dredging	Guilds, courts, monasteries, and towns developed rapid street gutter dredging as a infrastructure practice for built environments, water systems, and civic services.	gothic_architecture,municipal_fire_watch
Renaissance	renaissance_infrastructure_remote_shipyard_shed_repairing_0237	Remote Shipyard Shed Repairing	Workshops, merchants, navies, and scholars developed remote shipyard shed repairing as a infrastructure practice for built environments, water systems, and civic services.	military_engineer_corps,precision_map_engraving
Industrial	industrial_infrastructure_automated_sewer_metering_0237	Automated Sewer Metering	Factories, utilities, laboratories, and cities developed automated sewer metering as a infrastructure practice for built environments, water systems, and civic services.	urban_water_chlorination,urban_electric_subways
Modern	modern_infrastructure_high_capacity_sewer_repair_0237	High Capacity Sewer Repair	Networked institutions and automated systems developed high capacity sewer repair as a infrastructure practice for built environments, water systems, and civic services.	digital_twin_infrastructure,internet_of_things_iot_ubiquitous_connectivity
Future	future_infrastructure_high_capacity_sewer_repair_0237	High Capacity Sewer Repair	Advanced automated societies could develop high capacity sewer repair as a infrastructure practice for built environments, water systems, and civic services.	robotic_construction_swarms,self_healing_civil_infrastructure
Ancient	ancient_security_modular_palisade_mustering_0237	Modular Palisade Mustering	Early communities developed modular palisade mustering as a security practice for protection, detection, defense, and emergency response.	organized_warfare,atlatl_spear_throwers
Classical	classical_security_regional_city_gate_guarding_0237	Regional City Gate Guarding	Complex states and cities developed regional city gate guarding as a security practice for protection, detection, defense, and emergency response.	organized_military_formations,military_field_medicine
Medieval	medieval_security_community_castle_gate_besieging_0237	Community Castle Gate Besieging	Guilds, courts, monasteries, and towns developed community castle gate besieging as a security practice for protection, detection, defense, and emergency response.	cannons,castle_signal_beacons
Renaissance	renaissance_security_adaptive_star_fort_supplying_0237	Adaptive Star Fort Supplying	Workshops, merchants, navies, and scholars developed adaptive star fort supplying as a security practice for protection, detection, defense, and emergency response.	naval_gunnery_tables,cannons
Industrial	industrial_security_standardized_rifle_hardening_0237	Standardized Rifle Hardening	Factories, utilities, laboratories, and cities developed standardized rifle hardening as a security practice for protection, detection, defense, and emergency response.	electric_arc_lighting,railway_signal_interlocking
Modern	modern_security_large_scale_gate_patrol_0237	Large Scale Gate Patrol	Networked institutions and automated systems developed large scale gate patrol as a security practice for protection, detection, defense, and emergency response.	cyber_threat_intelligence,cybersecurity_operations_centers
Future	future_security_large_scale_gate_patrol_0237	Large Scale Gate Patrol	Advanced automated societies could develop large scale gate patrol as a security practice for protection, detection, defense, and emergency response.	quantum_encryption,ai_model_auditing
Modern	modern_space_high_throughput_launch_pad_navigating_0237	High Throughput Launch Pad Navigating	Networked institutions and automated systems developed high throughput launch pad navigating as a space practice for orbital operations, planetary infrastructure, and exploration.	satellite_technology,space_stations
Future	future_space_high_throughput_propellant_shielding_0237	High Throughput Propellant Shielding	Advanced automated societies could develop high throughput propellant shielding as a space practice for orbital operations, planetary infrastructure, and exploration.	space_colonization,space_resource_refineries
Ancient	ancient_culture_portable_dance_ground_offering_0237	Portable Dance Ground Offering	Early communities developed portable dance ground offering as a cultural practice for artistic production, ritual, education, and preservation.	shamanism_animism,ochre_pigment_processing
Classical	classical_culture_community_ritual_restoration_0237	Community Ritual Restoration	Complex states and cities developed community ritual restoration as a cultural practice for artistic production, ritual, education, and preservation.	theater_stage_machinery,glass_mosaic_tesserae
Medieval	medieval_culture_resilient_ritual_curation_0237	Resilient Ritual Curation	Guilds, courts, monasteries, and towns developed resilient ritual curation as a cultural practice for artistic production, ritual, education, and preservation.	monastic_scriptoria,mechanical_bell_striking
Renaissance	renaissance_culture_high_reliability_ritual_cataloging_0237	High Reliability Ritual Cataloging	Workshops, merchants, navies, and scholars developed high reliability ritual cataloging as a cultural practice for artistic production, ritual, education, and preservation.	printed_music_notation,public_art_academies
Industrial	industrial_culture_modular_ritual_reproduction_0237	Modular Ritual Reproduction	Factories, utilities, laboratories, and cities developed modular ritual reproduction as a cultural practice for artistic production, ritual, education, and preservation.	photographic_halftone_printing,newspaper_periodicals
Modern	modern_culture_compact_ritual_teaching_0237	Compact Ritual Teaching	Networked institutions and automated systems developed compact ritual teaching as a cultural practice for artistic production, ritual, education, and preservation.	streaming_music_platforms,social_media_content_moderation
Future	future_culture_compact_ritual_teaching_0237	Compact Ritual Teaching	Advanced automated societies could develop compact ritual teaching as a cultural practice for artistic production, ritual, education, and preservation.	ai_cultural_memory_archives,ai_personal_tutoring_companions
Ancient	ancient_agriculture_low_cost_spice_distribution_0238	Low Cost Spice Distribution	Early communities developed low cost spice distribution as a agricultural practice for food production, storage, and distribution.	agriculture,pottery_storage_amphorae
Classical	classical_agriculture_open_spice_sorting_0238	Open Spice Sorting	Complex states and cities developed open spice sorting as a agricultural practice for food production, storage, and distribution.	state_grain_price_controls,tax_accounting
Medieval	medieval_agriculture_sealed_spice_testing_0238	Sealed Spice Testing	Guilds, courts, monasteries, and towns developed sealed spice testing as a agricultural practice for food production, storage, and distribution.	crop_rotation_three_field,watermills
Renaissance	renaissance_agriculture_continuous_spice_storage_0238	Continuous Spice Storage	Workshops, merchants, navies, and scholars developed continuous spice storage as a agricultural practice for food production, storage, and distribution.	experimental_botany_gardens,chemical_recipe_books
Industrial	industrial_agriculture_precision_seed_catalog_canning_0238	Precision Seed Catalog Canning	Factories, utilities, laboratories, and cities developed precision seed catalog canning as a agricultural practice for food production, storage, and distribution.	chemical_fertilizers,industrial_canning_lines
Modern	modern_agriculture_standardized_spice_preservation_0238	Standardized Spice Preservation	Networked institutions and automated systems developed standardized spice preservation as a agricultural practice for food production, storage, and distribution.	gps_guided_logistics,satellite_remote_sensing
Future	future_agriculture_standardized_spice_preservation_0238	Standardized Spice Preservation	Advanced automated societies could develop standardized spice preservation as a agricultural practice for food production, storage, and distribution.	vertical_farming_megafarms,synthetic_food_bioreactors
Ancient	ancient_materials_specialized_reed_drying_0238	Specialized Reed Drying	Early communities developed specialized reed drying as a manufacturing practice for fabrication, repair, and material quality.	bronze_working,woodworking_basic
Classical	classical_materials_adaptive_marble_slab_casting_0238	Adaptive Marble Slab Casting	Complex states and cities developed adaptive marble slab casting as a manufacturing practice for fabrication, repair, and material quality.	glassmaking,concrete
Medieval	medieval_materials_high_reliability_bell_mold_glazing_0238	High Reliability Bell Mold Glazing	Guilds, courts, monasteries, and towns developed high reliability bell mold glazing as a manufacturing practice for fabrication, repair, and material quality.	advanced_metallurgy_medieval,fulling_mills
Renaissance	renaissance_materials_open_cannon_mold_polishing_0238	Open Cannon Mold Polishing	Workshops, merchants, navies, and scholars developed open cannon mold polishing as a manufacturing practice for fabrication, repair, and material quality.	chemical_assay_laboratories,standardized_typefounding
Industrial	industrial_materials_high_capacity_leather_forging_0238	High Capacity Leather Forging	Factories, utilities, laboratories, and cities developed high capacity leather forging as a manufacturing practice for fabrication, repair, and material quality.	precision_machine_tools,bessemer_steel_conversion
Modern	modern_materials_portable_leather_annealing_0238	Portable Leather Annealing	Networked institutions and automated systems developed portable leather annealing as a manufacturing practice for fabrication, repair, and material quality.	computer_aided_manufacturing_cam_systems,3d_printing_additive_manufacturing
Future	future_materials_portable_leather_annealing_0238	Portable Leather Annealing	Advanced automated societies could develop portable leather annealing as a manufacturing practice for fabrication, repair, and material quality.	nanotechnology,quantum_materials_foundries
Ancient	ancient_energy_portable_kiln_heating_0238	Portable Kiln Heating	Early communities developed portable kiln heating as a energy practice for heat, power, fuel use, and distribution.	charcoal_production,fire_control
Classical	classical_energy_community_bath_furnace_heating_0238	Community Bath Furnace Heating	Complex states and cities developed community bath furnace heating as a energy practice for heat, power, fuel use, and distribution.	water_clock_timekeeping,public_bath_heating
Medieval	medieval_energy_resilient_forge_drying_0238	Resilient Forge Drying	Guilds, courts, monasteries, and towns developed resilient forge drying as a energy practice for heat, power, fuel use, and distribution.	watermills,windmills
Renaissance	renaissance_energy_high_reliability_blast_furnace_smelting_0238	High Reliability Blast Furnace Smelting	Workshops, merchants, navies, and scholars developed high reliability blast furnace smelting as a energy practice for heat, power, fuel use, and distribution.	clockwork_mechanisms,experimental_mining_assays
Industrial	industrial_energy_modular_street_lamp_metering_0238	Modular Street Lamp Metering	Factories, utilities, laboratories, and cities developed modular street lamp metering as a energy practice for heat, power, fuel use, and distribution.	steam_turbine_power_generation,electrical_grid_early_distribution
Modern	modern_energy_compact_steam_recovery_0238	Compact Steam Recovery	Networked institutions and automated systems developed compact steam recovery as a energy practice for heat, power, fuel use, and distribution.	solar_photovoltaics,renewable_microgrids
Future	future_energy_compact_steam_recovery_0238	Compact Steam Recovery	Advanced automated societies could develop compact steam recovery as a energy practice for heat, power, fuel use, and distribution.	fusion_power,space_based_solar_power
Ancient	ancient_transport_specialized_raft_marking_0238	Specialized Raft Marking	Early communities developed specialized raft marking as a transport practice for movement of people, goods, and route information.	wheeled_vehicles,wooden_sledges
Classical	classical_transport_adaptive_milestone_routing_0238	Adaptive Milestone Routing	Complex states and cities developed adaptive milestone routing as a transport practice for movement of people, goods, and route information.	roads,harbor_customs_houses
Medieval	medieval_transport_high_reliability_canal_cut_repairing_0238	High Reliability Canal Cut Repairing	Guilds, courts, monasteries, and towns developed high reliability canal cut repairing as a transport practice for movement of people, goods, and route information.	compass,port_crane_harbor_works
Renaissance	renaissance_transport_open_harbor_registry_loading_0238	Open Harbor Registry Loading	Workshops, merchants, navies, and scholars developed open harbor registry loading as a transport practice for movement of people, goods, and route information.	cartography,merchant_marine_registry
Industrial	industrial_transport_high_capacity_signal_box_signaling_0238	High Capacity Signal Box Signaling	Factories, utilities, laboratories, and cities developed high capacity signal box signaling as a transport practice for movement of people, goods, and route information.	railroads,internal_combustion_engine
Modern	modern_transport_portable_canal_packing_0238	Portable Canal Packing	Networked institutions and automated systems developed portable canal packing as a transport practice for movement of people, goods, and route information.	gps_guided_logistics,ride_hailing_platforms
Future	future_transport_portable_canal_packing_0238	Portable Canal Packing	Advanced automated societies could develop portable canal packing as a transport practice for movement of people, goods, and route information.	fusion_rockets,space_elevators
Ancient	ancient_computing_specialized_tax_mark_matching_0238	Specialized Tax Mark Matching	Early communities developed specialized tax mark matching as a information-processing practice for records, calculation, automation, and decision support.	writing,clay_tablet_receipts
Classical	classical_computing_adaptive_merchant_ledger_tabulating_0238	Adaptive Merchant Ledger Tabulating	Complex states and cities developed adaptive merchant ledger tabulating as a information-processing practice for records, calculation, automation, and decision support.	libraries,court_transcript_scribes
Medieval	medieval_computing_high_reliability_manor_account_dating_0238	High Reliability Manor Account Dating	Guilds, courts, monasteries, and towns developed high reliability manor account dating as a information-processing practice for records, calculation, automation, and decision support.	universities,mechanical_clocks
Renaissance	renaissance_computing_open_patent_index_indexing_0238	Open Patent Indexing	Workshops, merchants, navies, and scholars developed open patent indexing as a information-processing practice for records, calculation, automation, and decision support.	mechanical_calculators_early,calculus_formalization
Industrial	industrial_computing_high_capacity_office_ledger_filing_0238	High Capacity Office Ledger Filing	Factories, utilities, laboratories, and cities developed high capacity office ledger filing as a information-processing practice for records, calculation, automation, and decision support.	typewriter_office_workflows,scientific_management_time_studies
Modern	modern_computing_portable_sensor_orchestration_0238	Portable Sensor Orchestration	Networked institutions and automated systems developed portable sensor orchestration as a information-processing practice for records, calculation, automation, and decision support.	internet,cloud_computing_distributed_systems
Future	future_computing_portable_sensor_orchestration_0238	Portable Sensor Orchestration	Advanced automated societies could develop portable sensor orchestration as a information-processing practice for records, calculation, automation, and decision support.	quantum_computing,large_language_models
Ancient	ancient_media_redundant_seal_mark_teaching_0238	Redundant Seal Mark Teaching	Early communities developed redundant seal mark teaching as a communication practice for communication, publishing, signaling, and cultural memory.	oral_tradition_storytelling,writing
Classical	classical_media_resilient_edict_board_copying_0238	Resilient Edict Board Copying	Complex states and cities developed resilient edict board copying as a communication practice for communication, publishing, signaling, and cultural memory.	libraries,postal_relay_systems
Medieval	medieval_media_distributed_guild_notice_preserving_0238	Distributed Guild Notice Preserving	Guilds, courts, monasteries, and towns developed distributed guild notice preserving as a communication practice for communication, publishing, signaling, and cultural memory.	paper_making,monastic_scriptoria
Renaissance	renaissance_media_regional_engraved_plate_binding_0238	Regional Engraved Plate Binding	Workshops, merchants, navies, and scholars developed regional engraved plate binding as a communication practice for communication, publishing, signaling, and cultural memory.	printing_press,newspaper_periodicals
Industrial	industrial_media_portable_halftone_plate_transmitting_0238	Portable Halftone Plate Transmitting	Factories, utilities, laboratories, and cities developed portable halftone plate transmitting as a communication practice for communication, publishing, signaling, and cultural memory.	telegraph,photographic_halftone_printing
Modern	modern_media_field_ready_book_translation_0238	Field Ready Book Translation	Networked institutions and automated systems developed field ready book translation as a communication practice for communication, publishing, signaling, and cultural memory.	world_wide_web,social_media
Future	future_media_field_ready_book_translation_0238	Field Ready Book Translation	Advanced automated societies could develop field ready book translation as a communication practice for communication, publishing, signaling, and cultural memory.	ai_personal_memory_systems,quantum_internet
Ancient	ancient_medicine_standardized_tooth_tool_fumigating_0238	Standardized Tooth Tool Fumigating	Early communities developed standardized tooth tool fumigating as a medical practice for care delivery, diagnosis, prevention, and biological control.	herbalism,primitive_surgery_trepanation
Classical	classical_medicine_high_reliability_anatomy_chart_diagnosing_0238	High Reliability Anatomy Chart Diagnosing	Complex states and cities developed high reliability anatomy chart diagnosing as a medical practice for care delivery, diagnosis, prevention, and biological control.	pharmacopoeia,medical_case_notes
Medieval	medieval_medicine_regional_urine_flask_inspecting_0238	Regional Urine Flask Inspecting	Guilds, courts, monasteries, and towns developed regional urine flask inspecting as a medical practice for care delivery, diagnosis, prevention, and biological control.	hospitals_early,university_medical_studies
Renaissance	renaissance_medicine_sealed_lecture_theater_illustrating_0238	Sealed Lecture Theater Illustrating	Workshops, merchants, navies, and scholars developed sealed lecture theater illustrating as a medical practice for care delivery, diagnosis, prevention, and biological control.	anatomical_theater_design,chemical_recipe_books
Industrial	industrial_medicine_specialized_water_test_sterilizing_0238	Specialized Water Test Sterilizing	Factories, utilities, laboratories, and cities developed specialized water test sterilizing as a medical practice for care delivery, diagnosis, prevention, and biological control.	vaccination,public_health_laboratories
Modern	modern_medicine_redundant_cell_sequencing_0238	Redundant Cell Sequencing	Networked institutions and automated systems developed redundant cell sequencing as a medical practice for care delivery, diagnosis, prevention, and biological control.	electronic_health_records,dna_sequencing
Future	future_medicine_redundant_cell_sequencing_0238	Redundant Cell Sequencing	Advanced automated societies could develop redundant cell sequencing as a medical practice for care delivery, diagnosis, prevention, and biological control.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_modular_flood_mark_comparing_0238	Modular Flood Mark Comparing	Early communities developed modular flood mark comparing as a scientific practice for measurement, observation, modeling, and standards.	calendars,field_boundary_survey_stones
Classical	classical_science_regional_star_measuring_0238	Regional Star Measuring	Complex states and cities developed regional star measuring as a scientific practice for measurement, observation, modeling, and standards.	geometry,astrolabe_early
Medieval	medieval_science_community_star_standardizing_0238	Community Star Standardizing	Guilds, courts, monasteries, and towns developed community star standardizing as a scientific practice for measurement, observation, modeling, and standards.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_adaptive_star_mapping_0238	Adaptive Star Mapping	Workshops, merchants, navies, and scholars developed adaptive star mapping as a scientific practice for measurement, observation, modeling, and standards.	scientific_method,telescope
Industrial	industrial_science_standardized_star_calibrating_0238	Standardized Star Calibrating	Factories, utilities, laboratories, and cities developed standardized star calibrating as a scientific practice for measurement, observation, modeling, and standards.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_large_scale_star_forecasting_0238	Large Scale Star Forecasting	Networked institutions and automated systems developed large scale star forecasting as a scientific practice for measurement, observation, modeling, and standards.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_large_scale_star_forecasting_0238	Large Scale Star Forecasting	Advanced automated societies could develop large scale star forecasting as a scientific practice for measurement, observation, modeling, and standards.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_high_capacity_law_stone_mustering_0238	High Capacity Law Stone Mustering	Early communities developed high capacity law stone mustering as a administrative practice for administration, law, public order, and coordination.	taxation_and_tribute,census
Classical	classical_governance_sealed_public_health_registration_0238	Sealed Public Health Registration	Complex states and cities developed sealed public health registration as a administrative practice for administration, law, public order, and coordination.	bureaucracy,tax_accounting
Medieval	medieval_governance_adaptive_public_health_coordination_0238	Adaptive Public Health Coordination	Guilds, courts, monasteries, and towns developed adaptive public health coordination as a administrative practice for administration, law, public order, and coordination.	market_town_charters,guilds
Renaissance	renaissance_governance_rapid_public_health_licensing_0238	Rapid Public Health Licensing	Workshops, merchants, navies, and scholars developed rapid public health licensing as a administrative practice for administration, law, public order, and coordination.	patent_systems,military_engineer_corps
Industrial	industrial_governance_low_cost_public_health_inspection_0238	Low Cost Public Health Inspection	Factories, utilities, laboratories, and cities developed low cost public health inspection as a administrative practice for administration, law, public order, and coordination.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_modular_public_health_auditing_0238	Modular Public Health Auditing	Networked institutions and automated systems developed modular public health auditing as a administrative practice for administration, law, public order, and coordination.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_modular_public_health_auditing_0238	Modular Public Health Auditing	Advanced automated societies could develop modular public health auditing as a administrative practice for administration, law, public order, and coordination.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_modular_warehouse_receipt_measuring_0238	Modular Warehouse Receipt Measuring	Early communities developed modular warehouse receipt measuring as a commercial practice for trade, accounting, risk, and settlement.	barter,clay_tablet_receipts
Classical	classical_finance_regional_merchant_contract_pricing_0238	Regional Merchant Contract Pricing	Complex states and cities developed regional merchant contract pricing as a commercial practice for trade, accounting, risk, and settlement.	currency,harbor_customs_houses
Medieval	medieval_finance_community_wool_contract_guaranteeing_0238	Community Wool Contract Guaranteeing	Guilds, courts, monasteries, and towns developed community wool contract guaranteeing as a commercial practice for trade, accounting, risk, and settlement.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_adaptive_joint_stock_share_auditing_0238	Adaptive Joint Stock Share Auditing	Workshops, merchants, navies, and scholars developed adaptive joint stock share auditing as a commercial practice for trade, accounting, risk, and settlement.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_standardized_cargo_clearing_0238	Standardized Cargo Clearing	Factories, utilities, laboratories, and cities developed standardized cargo clearing as a commercial practice for trade, accounting, risk, and settlement.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_large_scale_cargo_credit_rating_0238	Large Scale Cargo Credit Rating	Networked institutions and automated systems developed large scale cargo credit rating as a commercial practice for trade, accounting, risk, and settlement.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_large_scale_cargo_credit_rating_0238	Large Scale Cargo Credit Rating	Advanced automated societies could develop large scale cargo credit rating as a commercial practice for trade, accounting, risk, and settlement.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_resilient_field_wall_marking_0238	Resilient Field Wall Marking	Early communities developed resilient field wall marking as a infrastructure practice for built environments, water systems, and civic services.	basic_shelter,irrigation_canals_local
Classical	classical_infrastructure_seasonal_road_curb_paving_0238	Seasonal Road Curb Paving	Complex states and cities developed seasonal road curb paving as a infrastructure practice for built environments, water systems, and civic services.	aqueducts,concrete
Medieval	medieval_infrastructure_continuous_public_fountain_lighting_0238	Continuous Public Fountain Lighting	Guilds, courts, monasteries, and towns developed continuous public fountain lighting as a infrastructure practice for built environments, water systems, and civic services.	gothic_architecture,municipal_fire_watch
Renaissance	renaissance_infrastructure_cooperative_street_plan_paving_0238	Cooperative Street Plan Paving	Workshops, merchants, navies, and scholars developed cooperative street plan paving as a infrastructure practice for built environments, water systems, and civic services.	military_engineer_corps,precision_map_engraving
Industrial	industrial_infrastructure_resilient_district_paving_0238	Resilient District Paving	Factories, utilities, laboratories, and cities developed resilient district paving as a infrastructure practice for built environments, water systems, and civic services.	urban_water_chlorination,urban_electric_subways
Modern	modern_infrastructure_low_cost_district_pumping_0238	Low Cost District Pumping	Networked institutions and automated systems developed low cost district pumping as a infrastructure practice for built environments, water systems, and civic services.	digital_twin_infrastructure,internet_of_things_iot_ubiquitous_connectivity
Future	future_infrastructure_low_cost_district_pumping_0238	Low Cost District Pumping	Advanced automated societies could develop low cost district pumping as a infrastructure practice for built environments, water systems, and civic services.	robotic_construction_swarms,self_healing_civil_infrastructure
Ancient	ancient_security_standardized_gate_tracking_0238	Standardized Gate Tracking	Early communities developed standardized gate tracking as a security practice for protection, detection, defense, and emergency response.	organized_warfare,atlatl_spear_throwers
Classical	classical_security_high_reliability_military_depot_patrolling_0238	High Reliability Military Depot Patrolling	Complex states and cities developed high reliability military depot patrolling as a security practice for protection, detection, defense, and emergency response.	organized_military_formations,military_field_medicine
Medieval	medieval_security_regional_town_wall_supplying_0238	Regional Town Wall Supplying	Guilds, courts, monasteries, and towns developed regional town wall supplying as a security practice for protection, detection, defense, and emergency response.	cannons,castle_signal_beacons
Renaissance	renaissance_security_sealed_naval_gun_drilling_0238	Sealed Naval Gun Drilling	Workshops, merchants, navies, and scholars developed sealed naval gun drilling as a security practice for protection, detection, defense, and emergency response.	naval_gunnery_tables,cannons
Industrial	industrial_security_specialized_rangefinder_rifling_0238	Specialized Rangefinder Rifling	Factories, utilities, laboratories, and cities developed specialized rangefinder rifling as a security practice for protection, detection, defense, and emergency response.	electric_arc_lighting,railway_signal_interlocking
Modern	modern_security_redundant_radar_warning_0238	Redundant Radar Warning	Networked institutions and automated systems developed redundant radar warning as a security practice for protection, detection, defense, and emergency response.	cyber_threat_intelligence,cybersecurity_operations_centers
Future	future_security_redundant_radar_warning_0238	Redundant Radar Warning	Advanced automated societies could develop redundant radar warning as a security practice for protection, detection, defense, and emergency response.	quantum_encryption,ai_model_auditing
Modern	modern_space_field_ready_lunar_lander_shielding_0238	Field Ready Lunar Lander Shielding	Networked institutions and automated systems developed field ready lunar lander shielding as a space practice for orbital operations, planetary infrastructure, and exploration.	satellite_technology,space_stations
Future	future_space_field_ready_lunar_base_navigation_0238	Field Ready Lunar Base Navigation	Advanced automated societies could develop field ready lunar base navigation as a space practice for orbital operations, planetary infrastructure, and exploration.	space_colonization,space_resource_refineries
Ancient	ancient_culture_modular_figurine_patterning_0238	Modular Figurine Patterning	Early communities developed modular figurine patterning as a cultural practice for artistic production, ritual, education, and preservation.	shamanism_animism,ochre_pigment_processing
Classical	classical_culture_regional_costume_composition_0238	Regional Costume Composition	Complex states and cities developed regional costume composition as a cultural practice for artistic production, ritual, education, and preservation.	theater_stage_machinery,glass_mosaic_tesserae
Medieval	medieval_culture_community_costume_cataloging_0238	Community Costume Cataloging	Guilds, courts, monasteries, and towns developed community costume cataloging as a cultural practice for artistic production, ritual, education, and preservation.	monastic_scriptoria,mechanical_bell_striking
